email_status,name,website,domain,linkedin_url,industry,founded_year,country,state,city,employee_count,annual_revenue,crunchbase_url,logo_url
,Compass Datacenters,http://www.compassdatacenters.com,compassdatacenters.com,https://www.linkedin.com/company/compass-datacenters,Information Technology & Services,2011,United States,Texas,Dallas,126,,https://www.crunchbase.com/organization/compass-datacenters,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.compassdatacenters.com"
FISNew York,FIS,http://www.fisglobal.com,fisglobal.com,https://www.linkedin.com/company/fis,Information Technology & Services,1968,United States,New York,New York,5001,,https://www.crunchbase.com/organization/fis,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.fisglobal.com"
,Satellogic,http://www.satellogic.com,satellogic.com,https://www.linkedin.com/company/satellogic,Information Services,2010,Uruguay,Departamento de Montevideo,Montevideo,351,,https://www.crunchbase.com/organization/satellogic,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.satellogic.com"
,Dun & Bradstreet,http://www.dnb.com,dnb.com,https://www.linkedin.com/company/dun-&-bradstreet,Information Services,,United States,Illinois,Elmhurst,7501,,https://www.crunchbase.com/organization/dun-and-bradstreet-corporation,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.dnb.com"
,Unisound Marketing & Promotion,http://www.unisound.com,unisound.com,https://www.linkedin.com/company/unisound-marketing-&-promotion,Information Technology & Services,,United States,California,Tarzana,6,,https://www.crunchbase.com/organization/unisound-beijing,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.unisound.com"
,Feedzai,http://www.feedzai.com,feedzai.com,https://www.linkedin.com/company/feedzai,Information Technology & Services,2011,United States,California,San Mateo,751,,https://www.crunchbase.com/organization/feedzai,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.feedzai.com"
,Rapid,http://www.rapidapi.com,rapidapi.com,https://www.linkedin.com/company/rapidapi,Information Technology & Services,2015,Canada,British Columbia,Vancouver,126,,https://www.crunchbase.com/organization/rapidapi,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.rapidapi.com"
,Tintri,http://www.tintri.com,tintri.com,https://www.linkedin.com/company/tintri,Information Technology & Services,2008,United States,California,Santa Clara,351,,https://www.crunchbase.com/organization/tintri,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.tintri.com"
,Sysnet Global Solutions,http://www.vikingcloud.com,vikingcloud.com,https://www.linkedin.com/company/sysnetgs,Information Technology & Services,,United States,Illinois,Chicago,751,,https://www.crunchbase.com/organization/sysnet-global-solutions,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.vikingcloud.com"
,GLG,http://www.glginsights.com,glginsights.com,https://www.linkedin.com/company/glg,Information Services,1998,United States,New York,New York,3001,,https://www.crunchbase.com/organization/gerson-lehrman-group,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.glginsights.com"
,Liqid,http://www.liqid.com,liqid.com,https://www.linkedin.com/company/liqid-inc,Information Technology & Services,2013,United States,Colorado,Westminster,126,,https://www.crunchbase.com/organization/liqid,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.liqid.com"
,Shape Security,http://www.shapesecurity.com,shapesecurity.com,https://www.linkedin.com/company/shape-security,Information Technology & Services,2011,United States,Washington,Seattle,351,,https://www.crunchbase.com/organization/shape-security,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.shapesecurity.com"
,Travelport,http://www.travelport.com,travelport.com,https://www.linkedin.com/company/travelport,Information Technology & Services,1971,United States,Georgia,Atlanta,3001,,https://www.crunchbase.com/organization/travelport,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.travelport.com"
,TRADE X,http://www.tradexport.com,tradexport.com,https://www.linkedin.com/company/trade-x-automotive,Information Technology & Services,2018,Canada,Ontario,Mississauga,1,,https://www.crunchbase.com/organization/trade-x,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.tradexport.com"
,Ionic Security (acquired by Twilio),http://www.ionic.com,ionic.com,https://www.linkedin.com/company/ionic-security,Information Technology & Services,2012,United States,Georgia,Atlanta,351,,https://www.crunchbase.com/organization/ionic-security,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.ionic.com"
,TRM Labs,http://www.trmlabs.com,trmlabs.com,https://www.linkedin.com/company/trmlabs,Information Services,2018,United States,California,San Francisco,351,,https://www.crunchbase.com/organization/trm-labs,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.trmlabs.com"
,GetSwift,http://www.getswift.co,getswift.co,https://www.linkedin.com/company/getswift-co,Information Technology & Services,2013,United States,Colorado,Denver,126,,https://www.crunchbase.com/organization/getswift,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.getswift.co"
,Impinj,http://www.impinj.com,impinj.com,https://www.linkedin.com/company/impinj,Information Technology & Services,2000,United States,Washington,Seattle,351,,https://www.crunchbase.com/organization/impinj,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.impinj.com"
,ConnectureDRX,http://www.connecture.com,connecture.com,https://www.linkedin.com/company/connecture,Information Technology & Services,1999,United States,Wisconsin,Milwaukee,126,,https://www.crunchbase.com/organization/connecture,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.connecture.com"
,Joyent,http://www.joyent.com,joyent.com,https://www.linkedin.com/company/joyent,Information Technology & Services,2004,United States,California,Mountain View,126,,https://www.crunchbase.com/organization/joyent,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.joyent.com"
,TILT Holdings,http://www.tiltholdings.com,tiltholdings.com,https://www.linkedin.com/company/tilt-holdings,Information Technology & Services,2018,United States,Arizona,Phoenix,351,,https://www.crunchbase.com/organization/tilt-holdings,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.tiltholdings.com"
,Virtuo,http://www.govirtuo.com,govirtuo.com,https://www.linkedin.com/company/virtuo-technologies,Information Technology & Services,2015,France,le-de-France,Paris,126,,https://www.crunchbase.com/organization/virtuo,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.govirtuo.com"
,Silent Circle,http://www.silentcircle.com,silentcircle.com,https://www.linkedin.com/company/silent-circle,Information Technology & Services,2012,United States,Maryland,Columbia,126,,https://www.crunchbase.com/organization/silent-circle,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.silentcircle.com"
,Trax Retail,http://www.traxretail.com,traxretail.com,https://www.linkedin.com/company/trax-retail,Information Technology & Services,2010,United States,Massachusetts,Boston,751,,https://www.crunchbase.com/organization/traxretail,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.traxretail.com"
,"InstaMed, a J.P. Morgan company",http://www.jpmorgan.com,jpmorgan.com,https://www.linkedin.com/company/instamed,Information Technology & Services,,United States,California,Palo Alto,1,,https://www.crunchbase.com/organization/instamed,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.jpmorgan.com"
,Seacor Marine Inc,http://www.seacormarine.com,seacormarine.com,https://www.linkedin.com/company/seacor-marine-inc,Information Technology & Services,,United States,Texas,Houston,31,,https://www.crunchbase.com/organization/seacor-marine-holdings,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.seacormarine.com"
,Relationship Science,http://www.altrata.com,altrata.com,https://www.linkedin.com/company/relationship-science,Information Services,,United States,New York,New York,751,,https://www.crunchbase.com/organization/relationship-science,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.altrata.com"
,PayFacto,http://www.payfacto.com,payfacto.com,https://www.linkedin.com/company/payfacto,Information Technology & Services,2018,Canada,Quebec,Montreal,351,,https://www.crunchbase.com/organization/payfacto,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.payfacto.com"
,ROOT Data Center,http://www.rootdatacenter.com,rootdatacenter.com,https://www.linkedin.com/company/root-data-center,Information Technology & Services,,Canada,Quebec,Montreal,31,,https://www.crunchbase.com/organization/root-data-center,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.rootdatacenter.com"
,nirvanaHealth | RxAdvance,http://www.nirvanahealth.com,nirvanahealth.com,https://www.linkedin.com/company/rxadvance-corp,Information Technology & Services,2013,United States,Massachusetts,Southborough,126,,https://www.crunchbase.com/organization/rxadvance,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.nirvanahealth.com"
,"Noosh, Inc.",http://www.noosh.com,noosh.com,https://www.linkedin.com/company/noosh-inc-,Information Services,1998,United States,California,Mountain View,126,,https://www.crunchbase.com/organization/noosh,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.noosh.com"
,Progress Chef,http://www.chef.io,chef.io,https://www.linkedin.com/company/chef-software,Information Technology & Services,2008,United States,Washington,Seattle,351,,https://www.crunchbase.com/organization/chef,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.chef.io"
,PayVMS,http://www.payvms.com,payvms.com,https://www.linkedin.com/company/payvms,Information Technology & Services,2017,United States,Florida,Aventura,6,,https://www.crunchbase.com/organization/payvms,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.payvms.com"
,MunchOn Eats,http://www.munchoneats.com,munchoneats.com,https://www.linkedin.com/company/munchon,Information Technology & Services,2016,United States,New Jersey,Mountain Lakes,6,,https://www.crunchbase.com/organization/munch-on-com,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.munchoneats.com"
,IO,http://www.io.com,io.com,https://www.linkedin.com/company/io,Information Technology & Services,2007,Canada,Ontario,Vaughan,351,,https://www.crunchbase.com/organization/i-o-data-centers,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.io.com"
,Manthan,http://www.algonomy.com,algonomy.com,https://www.linkedin.com/company/algonomy,Information Technology & Services,2004,United States,California,San Francisco,751,,https://www.crunchbase.com/organization/manthan-systems,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.algonomy.com"
,Phunware,http://www.phunware.com,phunware.com,https://www.linkedin.com/company/phunware,Information Technology & Services,2009,United States,Texas,Austin,31,,https://www.crunchbase.com/organization/phunware,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.phunware.com"
,Limble CMMS,http://www.limblecmms.com,limblecmms.com,https://www.linkedin.com/company/limble-cmms,Information Technology & Services,2015,United States,Utah,Lehi,126,,https://www.crunchbase.com/organization/limble-cmms,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.limblecmms.com"
,Odaseva,http://www.odaseva.com,odaseva.com,https://www.linkedin.com/company/odaseva,Information Technology & Services,2012,United States,California,San Francisco,126,,https://www.crunchbase.com/organization/odaseva,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.odaseva.com"
,RocketReach,http://www.rocketreach.co,rocketreach.co,https://www.linkedin.com/company/rocketreach.co,Information Services,2016,United States,Washington,Bellevue,126,,https://www.crunchbase.com/organization/rocketreach-co,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.rocketreach.co"
,Bitmovin,http://www.bitmovin.com,bitmovin.com,https://www.linkedin.com/company/bitmovin,Information Technology & Services,2013,United States,California,San Francisco,126,,https://www.crunchbase.com/organization/bitmovin,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.bitmovin.com"
,ViaWest,http://www.viawest.com,viawest.com,https://www.linkedin.com/company/viawest,Information Technology & Services,1999,United States,Arizona,Phoenix,3001,,https://www.crunchbase.com/organization/viawest,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.viawest.com"
,Kollective Technology,http://www.kollective.com,kollective.com,https://www.linkedin.com/company/kollective-technology,Information Technology & Services,2001,United States,Oregon,Bend,126,,https://www.crunchbase.com/organization/kollective-technology,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.kollective.com"
,Perfecto,http://www.perfecto.io,perfecto.io,https://www.linkedin.com/company/perfecto-mobile,Information Technology & Services,2006,United States,Minnesota,Minneapolis,751,,https://www.crunchbase.com/organization/perfecto-mobile,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.perfecto.io"
,Sensity Systems,http://www.verizonenterprise.com,verizonenterprise.com,https://www.linkedin.com/company/sensity-systems,Computer Networking,,United States,California,San Diego,5001,,https://www.crunchbase.com/organization/sensity-systems,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.verizonenterprise.com"
,EcoVadis,http://www.ecovadis.com,ecovadis.com,https://www.linkedin.com/company/ecovadis,Information Services,2007,France,le-de-France,Paris,3001,,https://www.crunchbase.com/organization/ecovadis,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.ecovadis.com"
,Visible Technologies,http://www.visibletechnologies.com,visibletechnologies.com,https://www.linkedin.com/company/visible-technologies,Information Technology & Services,2005,United States,Washington,Bellevue,126,,https://www.crunchbase.com/organization/visibletechnologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.visibletechnologies.com"
,SendGrid,http://www.sendgrid.com,sendgrid.com,https://www.linkedin.com/company/sendgrid,Information Technology & Services,2009,United States,Colorado,Denver,351,,https://www.crunchbase.com/organization/sendgrid,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.sendgrid.com"
,AegisWard,http://www.aegisward.com,aegisward.com,https://www.linkedin.com/company/aegisward,Information Services,,United States,New York,Ny,3001,,https://www.crunchbase.com/organization/aegisward,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.aegisward.com"
,Defined.ai,http://www.defined.ai,defined.ai,https://www.linkedin.com/company/definedai,Information Technology & Services,2015,United States,Washington,Seattle,126,,https://www.crunchbase.com/organization/definedcrowd,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.defined.ai"
,Rentvine,http://www.rentvine.com,rentvine.com,https://www.linkedin.com/company/rentvine,Information Technology & Services,2019,United States,Florida,Estero,126,,https://www.crunchbase.com/organization/rentvine,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.rentvine.com"
,ark data centers,http://www.arkdna.com,arkdna.com,https://www.linkedin.com/company/arkdatacenters,Information Technology & Services,2007,United States,Iowa,Cedar Rapids,351,,https://www.crunchbase.com/organization/involta,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.arkdna.com"
,Heetch,http://www.heetch.com,heetch.com,https://www.linkedin.com/company/heetch,Information Technology & Services,2013,France,le-de-France,Paris,351,,https://www.crunchbase.com/organization/heetch,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.heetch.com"
,CAPE Analytics,http://www.capeanalytics.com,capeanalytics.com,https://www.linkedin.com/company/capeanalytics,Information Services,2014,United States,California,Palo Alto,126,,https://www.crunchbase.com/organization/cape-analytics,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.capeanalytics.com"
,CoreLogic,http://www.corelogic.com,corelogic.com,https://www.linkedin.com/company/corelogic,Information Services,,United States,Colorado,Denver,7501,,https://www.crunchbase.com/organization/corelogic,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.corelogic.com"
,Cents,http://www.trycents.com,trycents.com,https://www.linkedin.com/company/trycents,Information Technology & Services,2019,United States,New York,New York,126,,https://www.crunchbase.com/organization/cents-ba2f,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.trycents.com"
,Spire,http://www.spire.com,spire.com,https://www.linkedin.com/company/spireglobal,Information Services,2012,United States,Virginia,Vienna,351,,https://www.crunchbase.com/organization/spire,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.spire.com"
,Warp,http://www.warp.dev,warp.dev,https://www.linkedin.com/company/warpdotdev,Information Services,2020,United States,New York,New York,31,,https://www.crunchbase.com/organization/warp-664e,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.warp.dev"
,Analyte Health,http://www.analytehealth.com,analytehealth.com,https://www.linkedin.com/company/analyte-health,Information Technology & Services,2010,United States,Texas,Houston,126,,https://www.crunchbase.com/organization/analyte-health,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.analytehealth.com"
,Kaptivo,http://www.kaptivo.com,kaptivo.com,https://www.linkedin.com/company/kaptivo,Information Technology & Services,2015,United States,California,San Mateo,31,,https://www.crunchbase.com/organization/light-blue-optics,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.kaptivo.com"
,Metaversal,http://www.metaversal.gg,metaversal.gg,https://www.linkedin.com/company/metaversal,Information Technology & Services,,United States,New York,Buffalo,31,,https://www.crunchbase.com/organization/metaversal,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.metaversal.gg"
,"Jiff, Inc.",http://www.castlighthealth.com,castlighthealth.com,https://www.linkedin.com/company/jiff-inc-,Information Technology & Services,2010,United States,California,Mountain View,126,,https://www.crunchbase.com/organization/jiff,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.castlighthealth.com"
,Versana,http://www.versana.io,versana.io,https://www.linkedin.com/company/versanatech,Information Services,2021,United States,New York,New York,126,,https://www.crunchbase.com/organization/versana,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.versana.io"
,Doceree,http://www.doceree.com,doceree.com,https://www.linkedin.com/company/doceree,Information Technology & Services,2020,United States,New York,New York,126,,https://www.crunchbase.com/organization/doceree,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.doceree.com"
,Manta Ray Labs,http://www.manta.network,manta.network,https://www.linkedin.com/company/mantanetwork,Information Technology & Services,,United States,Massachusetts,Boston,6,,https://www.crunchbase.com/organization/manta-network,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.manta.network"
,Jenzabar,http://www.jenzabar.com,jenzabar.com,https://www.linkedin.com/company/jenzabar,Information Technology & Services,,United States,Virginia,Harrisonburg,751,,https://www.crunchbase.com/organization/jenzabar,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.jenzabar.com"
,Innovative Solutions,http://www.innovativesol.com,innovativesol.com,https://www.linkedin.com/company/innovative-solutions,Information Technology & Services,1989,United States,Washington,Bellevue,126,,https://www.crunchbase.com/organization/innovative-solutions-7b6f,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.innovativesol.com"
,Commure,http://www.commure.com,commure.com,https://www.linkedin.com/company/commure,Information Technology & Services,,United States,Massachusetts,Waltham,351,,https://www.crunchbase.com/organization/commure,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.commure.com"
,Action Engine,http://www.actionengine.com,actionengine.com,https://www.linkedin.com/company/actionengine,Information Technology & Services,2018,United States,California,Foster City,126,,https://www.crunchbase.com/organization/actionengine,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.actionengine.com"
,Technical Communities,http://www.technicalcommunities.com,technicalcommunities.com,https://www.linkedin.com/company/technical-communities,Information Technology & Services,1999,United States,California,San Mateo,31,,https://www.crunchbase.com/organization/technical-communities-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.technicalcommunities.com"
,PeopleDoc Inc.,http://www.people-doc.com,people-doc.com,https://www.linkedin.com/company/peopledoc-inc-,Information Technology & Services,,United States,New York,New York,5001,,https://www.crunchbase.com/organization/peopledoc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.people-doc.com"
,HVR - a Fivetran Company,http://www.hvr-software.com,hvr-software.com,https://www.linkedin.com/company/hvrsoftware,Information Technology & Services,2012,United States,California,San Francisco,126,,https://www.crunchbase.com/organization/hvr-software,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.hvr-software.com"
,Sonian,http://www.sonian.com,sonian.com,https://www.linkedin.com/company/sonian,Information Technology & Services,2007,United States,Massachusetts,Waltham,126,,https://www.crunchbase.com/organization/sonian,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.sonian.com"
,Unidesk,http://www.unidesk.com,unidesk.com,https://www.linkedin.com/company/unidesk,Information Technology & Services,2007,United States,Massachusetts,Marlborough,126,,https://www.crunchbase.com/organization/unidesk,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.unidesk.com"
,Metrc,http://www.metrc.com,metrc.com,https://www.linkedin.com/company/metrc-llc,Information Technology & Services,,United States,Florida,Lakeland,126,,https://www.crunchbase.com/organization/metrc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.metrc.com"
,OnPoint,http://www.onpointcorp.com,onpointcorp.com,https://www.linkedin.com/company/onpoint,Information Technology & Services,1994,United States,Virginia,Fairfax,31,,https://www.crunchbase.com/organization/onpoint-04a3,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.onpointcorp.com"
,Ziften,http://www.ziften.com,ziften.com,https://www.linkedin.com/company/ziften-inc,Information Technology & Services,2009,United States,Texas,Austin,126,,https://www.crunchbase.com/organization/ziften-technologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.ziften.com"
,CyberSync Inc,http://www.cybersync.tech,cybersync.tech,https://www.linkedin.com/company/cybersync-inc-official,Information Technology & Services,,United States,Texas,Houston,31,,https://www.crunchbase.com/organization/cybersync,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.cybersync.tech"
,GRIID,http://www.griid.com,griid.com,https://www.linkedin.com/company/griid-infrastructure,Information Technology & Services,2018,United States,,Usa,31,,https://www.crunchbase.com/organization/griid,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.griid.com"
,ShieldX,http://www.shieldx.com,shieldx.com,https://www.linkedin.com/company/shieldx-networks,Information Technology & Services,2015,United States,California,San Jose,31,,https://www.crunchbase.com/organization/shieldx-networks-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.shieldx.com"
,KETOS,http://www.ketos.co,ketos.co,https://www.linkedin.com/company/ketosinc.,Information Technology & Services,2015,United States,California,Milpitas,31,,https://www.crunchbase.com/organization/ketos,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.ketos.co"
,Onvia,http://www.deltek.com,deltek.com,https://www.linkedin.com/company/onvia,Information Services,,United States,Virginia,Herndon,126,,https://www.crunchbase.com/organization/onvia,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.deltek.com"
,Loggly,http://www.loggly.com,loggly.com,https://www.linkedin.com/company/loggly,Information Technology & Services,,United States,Texas,Austin,31,,https://www.crunchbase.com/organization/loggly,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.loggly.com"
,Orbital Sidekick,http://www.orbitalsidekick.com,orbitalsidekick.com,https://www.linkedin.com/company/orbital-sidekick,Information Services,2016,United States,California,San Francisco,31,,https://www.crunchbase.com/organization/orbital-sidekick,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.orbitalsidekick.com"
,Flare Network,http://www.flare.network,flare.network,https://www.linkedin.com/company/flarenetwork,Information Technology & Services,2019,United States,York,New,31,,https://www.crunchbase.com/organization/flare-networks-417a,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.flare.network"
