email_status,name,website,domain,linkedin_url,industry,founded_year,country,state,city,employee_count,annual_revenue,crunchbase_url,logo_url
,Soar Robotics,http://www.soarrobotics.com,soarrobotics.com,https://www.linkedin.com/company/soar-robotics,Information Technology & Services,2020,United States,California,Los Angeles,31,,https://www.crunchbase.com/organization/soar-robotics,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.soarrobotics.com"
,ColibriTD,http://www.colibritd.com,colibritd.com,https://www.linkedin.com/company/colibritd,Information Technology & Services,2019,France,le-de-France,Paris,31,,https://www.crunchbase.com/organization/colibritd,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.colibritd.com"
,Renderro,http://www.renderro.com,renderro.com,https://www.linkedin.com/company/renderro,Information Technology & Services,2018,United States,Delaware,Middletown,6,,https://www.crunchbase.com/organization/renderro,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.renderro.com"
,"Ve-Go Technologies, Inc.",http://www.bookstaygo.com,bookstaygo.com,https://www.linkedin.com/company/roomkey,Information Technology & Services,2014,United States,California,San Francisco,31,,https://www.crunchbase.com/organization/ve-go-technologies-inc-,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.bookstaygo.com"
,Medic,http://www.medic.org,medic.org,https://www.linkedin.com/company/medic-mobile,Information Technology & Services,2009,United States,California,San Francisco,126,,https://www.crunchbase.com/organization/medic-mobile,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.medic.org"
,Keyideas Infotech Private Limited,http://www.keyideasinfotech.com,keyideasinfotech.com,https://www.linkedin.com/company/keyideas-infotech-p-limited,Information Technology & Services,2007,United States,Florida,Daytona Beach,126,,https://www.crunchbase.com/organization/keyideas,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.keyideasinfotech.com"
,LOGIC INSTRUMENT,http://www.logic-instrument.com,logic-instrument.com,https://www.linkedin.com/company/logic-instrument,Information Technology & Services,1987,France,le-de-France,Igny,31,,https://www.crunchbase.com/organization/logic-instrument,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.logic-instrument.com"
,FuzeHub,http://www.fuzehub.com,fuzehub.com,https://www.linkedin.com/company/fuzehub,Information Services,2013,United States,New York,Albany,6,,https://www.crunchbase.com/organization/fuzehub,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.fuzehub.com"
,"Enabled Intelligence, Inc",http://www.enabledintelligence.net,enabledintelligence.net,https://www.linkedin.com/company/enabled-intelligence-inc,Information Technology & Services,2020,United States,Virginia,Arlington,31,,https://www.crunchbase.com/organization/enabled-intelligence,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.enabledintelligence.net"
,Mantle Technology,http://www.mantle.technology,mantle.technology,https://www.linkedin.com/company/mantle-technology,Information Technology & Services,2017,Canada,Quebec,Montral,31,,https://www.crunchbase.com/organization/mantle-95e2,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.mantle.technology"
,Manalto Inc,http://www.manalto.com,manalto.com,https://www.linkedin.com/company/manalto-inc,Information Technology & Services,2011,United States,Virginia,Reston,31,,https://www.crunchbase.com/organization/manalto,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.manalto.com"
,Crowdability,http://www.crowdability.com,crowdability.com,https://www.linkedin.com/company/crowdability,Information Services,2014,United States,New York,New York,6,,https://www.crunchbase.com/organization/crowdability,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.crowdability.com"
,Robin8,http://www.robin8.com,robin8.com,https://www.linkedin.com/company/robin8,Information Technology & Services,2014,United States,New York,New York,31,,https://www.crunchbase.com/organization/robin8-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.robin8.com"
,CyLogic,http://www.cylogic.com,cylogic.com,https://www.linkedin.com/company/cylogic,Information Technology & Services,,United States,Maryland,Chevy Chase,31,,https://www.crunchbase.com/organization/cylogic,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.cylogic.com"
,Agave,http://www.agave.com,agave.com,https://www.linkedin.com/company/agave-web,Information Technology & Services,2018,United States,California,Palo Alto,6,,https://www.crunchbase.com/organization/agave,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.agave.com"
,TrakItNow,http://www.trakitnow.com,trakitnow.com,https://www.linkedin.com/company/trakitnow,Information Technology & Services,2016,United States,South Carolina,Columbia,31,,https://www.crunchbase.com/organization/trakitnow-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.trakitnow.com"
,"CARET - A Wallrust, Inc. Company",http://www.caretapp.com,caretapp.com,https://www.linkedin.com/company/wallrust-inc-,Information Technology & Services,2012,United States,California,Palo Alto,31,,https://www.crunchbase.com/organization/caret,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.caretapp.com"
,HyprLoco,http://www.hyprloco.com,hyprloco.com,https://www.linkedin.com/company/hyprloco,Information Technology & Services,2013,United States,Colorado,Denver,31,,https://www.crunchbase.com/organization/hyprloco,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.hyprloco.com"
,fluence.sh,http://www.fluence.sh,fluence.sh,https://www.linkedin.com/company/fluence-sh,Information Technology & Services,2018,United States,California,San Francisco,31,,https://www.crunchbase.com/organization/fluence-sh,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.fluence.sh"
,Moneza Inc,http://www.moneza.com,moneza.com,https://www.linkedin.com/company/moneza-inc,Information Services,2020,United States,Florida,New Port Richey,6,,https://www.crunchbase.com/organization/moneza,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.moneza.com"
,Crypto Colo Center,http://www.cryptocolocenter.com,cryptocolocenter.com,https://www.linkedin.com/company/crypto-colo-center,Information Technology & Services,,United States,Kansas,Mclouth,6,,https://www.crunchbase.com/organization/crypto-colo-center,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.cryptocolocenter.com"
,BlogSEO.AI,http://www.blogseo.ai,blogseo.ai,https://www.linkedin.com/company/blogseo-ai,Information Services,2023,United States,California,San Mateo,6,,https://www.crunchbase.com/organization/blogseo-ai,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.blogseo.ai"
,SenaWave Communications,http://www.senawave.com,senawave.com,https://www.linkedin.com/company/senawave-llc,Information Services,2012,United States,Utah,Salt Lake City,31,,https://www.crunchbase.com/organization/sena-wave-llc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.senawave.com"
,Aventa Technology,http://www.aventatech.com,aventatech.com,https://www.linkedin.com/company/aventa-technology,Information Technology & Services,2020,United States,California,Modesto,31,,https://www.crunchbase.com/organization/aventa-technologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.aventatech.com"
,EVAS,http://www.evas.live,evas.live,https://www.linkedin.com/company/evasmeeting,Information Services,2008,United States,Virginia,Reston,31,,https://www.crunchbase.com/organization/evas-18fd,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.evas.live"
,Sellr,http://www.getsellr.com,getsellr.com,https://www.linkedin.com/company/sellr,Information Technology & Services,2004,United States,Georgia,Alpharetta,126,,https://www.crunchbase.com/organization/sellr,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.getsellr.com"
,Streamlyzer,http://www.streamlyzer.com,streamlyzer.com,https://www.linkedin.com/company/streamlyzer-com,Information Technology & Services,2013,United States,California,Sunnyvale,6,,https://www.crunchbase.com/organization/streamlyzer-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.streamlyzer.com"
,Suvola Corporation,http://www.suvola.com,suvola.com,https://www.linkedin.com/company/suvola-corporation,Information Technology & Services,2012,United States,Virginia,Mclean,6,,https://www.crunchbase.com/organization/suvola-corporation,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.suvola.com"
,Odyssey,http://www.odyssey.stream,odyssey.stream,https://www.linkedin.com/company/meet-odyssey,Information Technology & Services,2020,United States,Washington,Seattle,31,,https://www.crunchbase.com/organization/new-game,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.odyssey.stream"
,Diginoor Inc,http://www.diginoor.io,diginoor.io,https://www.linkedin.com/company/diginoor,Information Technology & Services,2021,United States,Delaware,,31,,https://www.crunchbase.com/organization/diginoor,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.diginoor.io"
,Signum.AI,http://www.signum.ai,signum.ai,https://www.linkedin.com/company/signum-ai,Information Technology & Services,,United States,New York,New York,31,,https://www.crunchbase.com/organization/signum,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.signum.ai"
,FuGen Solutions,http://www.fugensolutions.com,fugensolutions.com,https://www.linkedin.com/company/fugen-solutions,Information Technology & Services,,United States,California,Sunnyvale,31,,https://www.crunchbase.com/organization/fugen-solutions,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.fugensolutions.com"
,Spatial Risk Systems,http://www.spatialrisksystems.com,spatialrisksystems.com,https://www.linkedin.com/company/spatialrisksystems,Information Services,2019,United States,,,6,,https://www.crunchbase.com/organization/woobler,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.spatialrisksystems.com"
,hoverseen,http://www.hoverseen.com,hoverseen.com,https://www.linkedin.com/company/hoverseen,Information Technology & Services,2018,France,le-de-France,Paris,6,,https://www.crunchbase.com/organization/hoverseen,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.hoverseen.com"
,BitRush Corp,http://www.bitrush.co,bitrush.co,https://www.linkedin.com/company/bitrush-corp,Information Technology & Services,2014,Canada,Ontario,Toronto,31,,https://www.crunchbase.com/organization/bitrush-corp,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.bitrush.co"
,SlamAd,http://www.slamad.com,slamad.com,https://www.linkedin.com/company/slamad,Information Technology & Services,2015,United States,New York,Deer Park,6,,https://www.crunchbase.com/organization/slamad,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.slamad.com"
,ProfileGorilla,http://www.profilegorilla.com,profilegorilla.com,https://www.linkedin.com/company/profilegorilla,Information Services,2012,United States,Florida,Jacksonville,126,,https://www.crunchbase.com/organization/profilegorilla,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.profilegorilla.com"
,Platinum Data Solutions,http://www.platdata.com,platdata.com,https://www.linkedin.com/company/platinum-data-solutions,Information Services,2002,United States,California,Aliso Viejo,31,,https://www.crunchbase.com/organization/platinum-data-solutions,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.platdata.com"
,SRT Labs,http://www.srtlabs.com,srtlabs.com,https://www.linkedin.com/company/service-robotics-&-technologies,Information Technology & Services,2013,United States,Virginia,Springfield,31,,https://www.crunchbase.com/organization/service-robotics-technologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.srtlabs.com"
,Glad to Have You™,http://www.homeaway.com,homeaway.com,https://www.linkedin.com/company/glad-to-have-you-inc-,Information Services,2011,United States,Michigan,Stanton,31,,https://www.crunchbase.com/organization/glad-to-have-you,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.homeaway.com"
,Blu Age Software,http://www.bluage.com,bluage.com,https://www.linkedin.com/company/blu-age-software,Information Technology & Services,,France,le-de-France,Courbevoie,0,,https://www.crunchbase.com/organization/netfective-technology,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.bluage.com"
,Nuukik,http://www.nuukik.com,nuukik.com,https://www.linkedin.com/company/nuukik,Information Technology & Services,2013,France,Hauts-de-France,Lille,6,,https://www.crunchbase.com/organization/nuukik,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.nuukik.com"
,AbbeyPost,http://www.abbeypost.com,abbeypost.com,https://www.linkedin.com/company/abbeypost,Information Technology & Services,2012,United States,New York,New York,6,,https://www.crunchbase.com/organization/abbeypost,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.abbeypost.com"
,PMI Rate Pro™,http://www.pmiratepro.com,pmiratepro.com,https://www.linkedin.com/company/pmiratepro,Information Technology & Services,2019,United States,Kansas,Overland Park,6,,https://www.crunchbase.com/organization/pmi-rate-pro,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.pmiratepro.com"
,Tesera Systems Inc.,http://www.tesera.com,tesera.com,https://www.linkedin.com/company/tesera-systems-inc.,Information Services,1997,Canada,Alberta,Rpo Royal Oak,6,,https://www.crunchbase.com/organization/tesera-systems-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.tesera.com"
,Forsythe Technology,http://www.forsythe.com,forsythe.com,https://www.linkedin.com/company/forsythe,Information Technology & Services,1971,United States,Florida,Merritt Island,751,,https://www.crunchbase.com/organization/forsythe,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.forsythe.com"
,Descartes Datamyne,http://www.datamyne.com,datamyne.com,https://www.linkedin.com/company/datamyne-inc,Information Technology & Services,1992,United States,Florida,Miami,126,,https://www.crunchbase.com/organization/datamyne,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.datamyne.com"
,Getin,http://www.getin.mx,getin.mx,https://www.linkedin.com/company/getin.mx,Information Technology & Services,2016,Mexico,,Ciudad De Mexico,31,,https://www.crunchbase.com/organization/getin-48e4,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.getin.mx"
,PotentiaMetrics,http://www.potentiametrics.com,potentiametrics.com,https://www.linkedin.com/company/potentia-metrics,Information Technology & Services,2014,United States,Texas,Austin,31,,https://www.crunchbase.com/organization/potentiametrics-inc-,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.potentiametrics.com"
,Circle for Roommates,http://www.appsto.re,appsto.re,https://www.linkedin.com/company/circle-for-roommates-llc,Information Technology & Services,2015,United States,California,Los Angeles,6,,https://www.crunchbase.com/organization/circle-for-roommates,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.appsto.re"
,BusinessRocket.com,http://www.businessrocket.com,businessrocket.com,https://www.linkedin.com/company/businessrocket-net,Information Services,2008,United States,California,Sherman Oaks,31,,https://www.crunchbase.com/organization/businessrocket-net,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.businessrocket.com"
,Applova Inc.,http://www.applova.io,applova.io,https://www.linkedin.com/company/applova-io,Information Technology & Services,2016,United States,California,Palo Alto,31,,https://www.crunchbase.com/organization/apptizer-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.applova.io"
,Latium Technologies,http://www.latiumtech.com,latiumtech.com,https://www.linkedin.com/company/latium-group-of-companies,Information Technology & Services,2019,Canada,Alberta,Nisku,31,,https://www.crunchbase.com/organization/the-latium-group-of-companies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.latiumtech.com"
,WindowsWear,http://www.windowswear.com,windowswear.com,https://www.linkedin.com/company/windowswear,Information Services,2012,United States,New York,Ny,31,,https://www.crunchbase.com/organization/windowswear,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.windowswear.com"
,PRESENTIGO Inc.,http://www.presentigo.com,presentigo.com,https://www.linkedin.com/company/presentigo-inc-,Information Technology & Services,2014,United States,California,San Francisco,31,,https://www.crunchbase.com/organization/presentigo,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.presentigo.com"
,Conectric Networks,http://www.conectric.com,conectric.com,https://www.linkedin.com/company/conectric,Information Technology & Services,2015,United States,California,San Diego,126,,https://www.crunchbase.com/organization/conectric,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.conectric.com"
,DSTOQ,http://www.dstoq.com,dstoq.com,https://www.linkedin.com/company/dstoq,Information Technology & Services,2018,United States,Georgia,,31,,https://www.crunchbase.com/organization/dstoq,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.dstoq.com"
,FLYDESK,http://www.flydesk.com,flydesk.com,https://www.linkedin.com/company/flydesk,Information Technology & Services,2019,United States,Utah,West Valley City,6,,https://www.crunchbase.com/organization/flydesk,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.flydesk.com"
,ANIMAL ID CORPORATION,http://www.animal-id.net,animal-id.net,https://www.linkedin.com/company/animal-id-net,Information Technology & Services,,United States,Texas,Dallas,31,,https://www.crunchbase.com/organization/animal-id-39d2,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.animal-id.net"
,Kurado Inc.,http://www.kurado.com,kurado.com,https://www.linkedin.com/company/kurado-inc-,Information Technology & Services,2013,United States,Utah,Park City,6,,https://www.crunchbase.com/organization/kurado-inc-inspect-manager,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.kurado.com"
,RWI Synthetics,http://www.runwithitsynthetics.com,runwithitsynthetics.com,https://www.linkedin.com/company/runwithitsynthetics,Information Technology & Services,2014,Canada,Alberta,Rwi,31,,https://www.crunchbase.com/organization/runwithit-synthetics,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.runwithitsynthetics.com"
,InvoiceASAP,http://www.invoiceasap.com,invoiceasap.com,https://www.linkedin.com/company/invoiceasap,Information Technology & Services,2010,United States,California,Oakland,31,,https://www.crunchbase.com/organization/invoiceasap,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.invoiceasap.com"
,Mint State Labs [acquired by Orange Comet],http://www.mintstatelabs.com,mintstatelabs.com,https://www.linkedin.com/company/mintstatelabs,Information Technology & Services,2021,United States,Washington,Seattle,31,,https://www.crunchbase.com/organization/mint-state-labs,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.mintstatelabs.com"
,SMART MACADAM,http://www.smartmacadam.com,smartmacadam.com,https://www.linkedin.com/company/smart-macadam,Information Technology & Services,2018,France,Pays de la Loire,Nantes,31,,https://www.crunchbase.com/organization/smart-macadam,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.smartmacadam.com"
,Apps4All Agency,http://www.apps4all.agency,apps4all.agency,https://www.linkedin.com/company/apps4all-agency,Computer Networking,2011,United States,Delaware,Wilmington,31,,https://www.crunchbase.com/organization/apps4all,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.apps4all.agency"
,GoDoggo,http://www.godoggo.app,godoggo.app,https://www.linkedin.com/company/godoggoapp,Information Technology & Services,2016,Canada,British Columbia,Vancouver,31,,https://www.crunchbase.com/organization/godoggo-b493,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.godoggo.app"
,"HC Simulation, LLC",http://www.hcsimulation.com,hcsimulation.com,https://www.linkedin.com/company/hc-simulation-llc,Information Technology & Services,2011,United States,Mississippi,Canton,6,,https://www.crunchbase.com/organization/hc-simulation,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.hcsimulation.com"
,Joltz,http://www.joltzrewards.com,joltzrewards.com,https://www.linkedin.com/company/joltz,Information Technology & Services,2023,United States,Virginia,Richmond,6,,https://www.crunchbase.com/organization/joltz,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.joltzrewards.com"
,Lot Spot,http://www.lotspot.co,lotspot.co,https://www.linkedin.com/company/lot-spot-inc,Information Technology & Services,2015,United States,Colorado,Colorado Springs,6,,https://www.crunchbase.com/organization/lot-spot-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.lotspot.co"
,"Particle, Inc.",http://www.particle-data.com,particle-data.com,https://www.linkedin.com/company/particle-inc,Information Services,2016,United States,Washington,Seattle,31,,https://www.crunchbase.com/organization/particle-a6ea,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.particle-data.com"
,StringersHub,http://www.stringershub.com,stringershub.com,https://www.linkedin.com/company/stringershub,Information Services,2015,United States,New York,New York City,31,,https://www.crunchbase.com/organization/stringershub,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.stringershub.com"
,XeneX SOC,http://www.xenexsoc.com,xenexsoc.com,https://www.linkedin.com/company/cloudaccess-inc-,Information Technology & Services,2011,United States,California,Los Angeles,126,,https://www.crunchbase.com/organization/cloudaccess,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.xenexsoc.com"
,Ekkobar,http://www.ekkobar.ai,ekkobar.ai,https://www.linkedin.com/company/ekkobar,Information Technology & Services,2019,United States,Massachusetts,Boston,6,,https://www.crunchbase.com/organization/ekkobar,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.ekkobar.ai"
,NewPace Technology Development Inc.,http://www.newpace.com,newpace.com,https://www.linkedin.com/company/newpace-technology-development-inc.,Information Technology & Services,2009,Canada,Nova Scotia,Bedford,31,,https://www.crunchbase.com/organization/newpace-technology-development,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.newpace.com"
,Encore Lab,http://www.encore-lab.com,encore-lab.com,https://www.linkedin.com/company/encore-lab,Information Technology & Services,,Spain,La Rioja,Logroo,6,,https://www.crunchbase.com/organization/encore-lab,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.encore-lab.com"
,Stryng,http://www.stryng.com,stryng.com,https://www.linkedin.com/company/stryng,Information Technology & Services,2017,United States,New York,New York,31,,https://www.crunchbase.com/organization/videodesk,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.stryng.com"
,bLoyal,http://www.bloyal.com,bloyal.com,https://www.linkedin.com/company/bloyal,Information Technology & Services,2005,United States,Washington,Redmond,31,,https://www.crunchbase.com/organization/bloyal,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.bloyal.com"
,UbiCast,http://www.ubicast.eu,ubicast.eu,https://www.linkedin.com/company/ubicast,Information Technology & Services,2007,France,le-de-France,Paris,31,,https://www.crunchbase.com/organization/ubicast,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.ubicast.eu"
,"FIGmd, Inc.",http://www.figmd.com,figmd.com,https://www.linkedin.com/company/figmd-inc-,Information Technology & Services,2010,United States,Illinois,Rockford,3001,,https://www.crunchbase.com/organization/figmd,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.figmd.com"
,OpenPort,http://www.openport.com,openport.com,https://www.linkedin.com/company/openporttech,Information Technology & Services,2016,United States,California,San Francisco,126,,https://www.crunchbase.com/organization/openport,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.openport.com"
,LottoShield,http://www.lottoshield.com,lottoshield.com,https://www.linkedin.com/company/lottoshield,Information Technology & Services,2019,United States,California,San Ramon,31,,https://www.crunchbase.com/organization/onefabric-technologies-dba-lottoshield,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.lottoshield.com"
,TotalPave,http://www.totalpave.com,totalpave.com,https://www.linkedin.com/company/totalpave,Information Technology & Services,2011,Canada,New Brunswick,Fredericton,6,,https://www.crunchbase.com/organization/totalpave,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.totalpave.com"
,SpaceTogether,http://www.spacetogether.com,spacetogether.com,https://www.linkedin.com/company/spacetogether,Information Technology & Services,2017,United States,Colorado,Colorado Springs,6,,https://www.crunchbase.com/organization/spacetogether,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.spacetogether.com"
